timestamp,sensor_index,humidity,temperature,pressure,pm2_5,humidity_error,temperature_error,pressure_error
2023-01-24,5582,46.614,36.033,985.969,12.5695,,,
2022-09-22,5582,43.219,65.099,992.028,0.727,,,
2023-02-25,5582,36.209,26.542,991.213,10.998,,,
2023-02-16,5582,36.683,27.641,990.663,0.785,,,
2022-09-07,5582,49.203,85.052,989.264,13.311499999999999,,,
2023-02-08,5582,42.688,43.062,987.192,7.309,,,
2023-02-21,5582,39.32,23.241,976.361,3.816,,,
2023-01-14,5582,46.791,30.968,987.932,14.2605,,,
2023-03-19,5582,31.855,31.053,990.386,2.2030000000000003,,,
2022-12-05,5582,39.305,38.523,978.346,3.9160000000000004,,,
2022-09-25,5582,44.867,68.372,979.903,2.258,,,
2022-09-30,5582,34.654,68.891,990.013,1.6364999999999998,,,
2023-03-26,5582,37.014,44.78,982.852,12.4985,,,
2022-12-30,5582,42.784,32.718,981.339,9.226500000000001,,,
2022-09-09,5582,50.108,77.917,977.591,8.679,,,
2022-10-28,5582,34.987,62.255,993.376,6.9005,,,
2022-12-15,5582,53.813,45.112,963.568,4.923,,,
2022-10-13,5582,41.008,51.806,973.615,7.6845,,,
2022-11-08,5582,40.261,49.755,999.353,3.398,,,
2022-12-06,5582,37.199,31.947,985.298,4.7475000000000005,,,
2023-02-10,5582,31.994,30.874,994.615,1.444,,,
2022-11-23,5582,42.344,42.483,984.59,32.502,,,
2022-12-19,5582,37.615,19.809,995.539,7.926,,,
2022-10-02,5582,43.309,71.794,994.458,7.435499999999999,,,
2022-12-13,5582,49.732,43.888,984.919,21.3345,,,
2023-02-06,5582,43.635,35.738,982.402,25.685000000000002,,,
2022-12-27,5582,36.755,24.088,981.53,2.4705000000000004,,,
2023-03-09,5582,48.643,44.37,995.934,8.1045,,,
2022-10-29,5582,36.0,63.146,990.291,7.447,,,
2023-01-19,5582,51.315,41.355,975.917,1.7069999999999999,,,
2023-01-05,5582,50.971,38.277,980.673,2.7430000000000003,,,
2022-12-08,5582,40.086,27.486,996.899,14.048,,,
2022-11-26,5582,35.179,53.418,977.727,2.2765,,,
2022-11-11,5582,44.338,37.691,982.999,0.3445,,,
2022-09-27,5582,36.211,60.92,989.848,0.6595,,,
2022-09-12,5582,40.026,71.441,983.919,3.537,,,
2023-03-23,5582,38.218,40.956,986.398,7.508,,,
2023-02-03,5582,28.609,7.309,1003.198,1.423,,,
2022-12-24,5582,38.349,7.675,989.334,0.227,,,
2022-09-21,5582,40.302,74.318,983.172,5.3725000000000005,,,
2023-02-28,5582,41.565,42.675,976.575,12.0485,,,
2023-04-01,5582,45.987,43.382,974.956,2.1745,,,
2023-02-22,5582,46.084,26.3,979.362,1.47,,,
2022-11-01,5582,30.474,62.506,981.056,8.8575,,,
2023-01-04,5582,55.731,41.673,972.728,2.378,,,
2023-03-02,5582,43.122,36.003,983.763,7.431,,,
2022-09-11,5582,40.769,70.53,989.423,7.087,,,
2023-03-17,5582,41.943,22.57,979.727,1.304,,,
2023-03-31,5582,55.316,44.391,969.971,13.2405,,,
2022-10-30,5582,35.093,63.65,984.236,11.106000000000002,,,
2022-11-25,5582,44.52,46.12,989.246,10.3335,,,
2023-02-13,5582,42.519,43.421,977.288,8.4195,,,
2023-03-07,5582,44.123,44.799,998.224,3.115,,,
2023-03-11,5582,45.943,41.46,985.327,2.895,,,
2022-10-22,5582,36.861,64.528,969.592,27.686500000000002,,,
2022-12-03,5582,39.766,22.275,991.398,1.238,,,
2023-02-14,5582,47.178,47.752,966.831,8.913499999999999,,,
2022-11-18,5582,43.253,29.821,988.54,3.0330000000000004,,,
2023-03-08,5582,39.341,44.994,998.73,3.718,,,
2023-02-01,5582,31.651,22.695,989.404,10.7255,,,
2022-09-28,5582,39.121,57.387,999.036,3.2750000000000004,,,
2022-10-03,5582,39.134,74.505,992.689,5.121,,,
2023-03-01,5582,47.76,44.579,974.497,7.6045,,,
2022-09-14,5582,44.828,75.023,985.226,10.686,,,
2022-09-19,5582,48.301,74.239,983.34,10.2575,,,
2023-03-29,5582,34.936,31.118,993.992,8.289,,,
2022-10-10,5582,37.124,64.92,986.775,6.481,,,
2022-09-16,5582,48.139,80.404,981.982,14.7685,,,
2022-09-02,5582,45.076,87.188,979.019,5.6850000000000005,,,
2022-12-01,5582,37.782,28.79,990.468,2.998,,,
2022-09-13,5582,41.242,73.915,981.564,6.281000000000001,,,
2022-11-21,5582,38.959,38.039,985.121,9.684000000000001,,,
2023-03-19,11134,0.0,32.0,0.0,248.612,out of range (10%-90%),,out of range (830 - 1200 Millibars)
2023-01-07,11134,0.0,32.0,0.0,31.4635,out of range (10%-90%),,out of range (830 - 1200 Millibars)
2022-12-08,11134,0.0,32.0,0.0,12.678,out of range (10%-90%),,out of range (830 - 1200 Millibars)
2022-11-04,11134,0.0,32.0,0.0,17.599,out of range (10%-90%),,out of range (830 - 1200 Millibars)
2022-12-14,11134,0.0,32.0,0.0,18.834,out of range (10%-90%),,out of range (830 - 1200 Millibars)
2022-10-29,11134,0.0,32.0,0.0,16.4,out of range (10%-90%),,out of range (830 - 1200 Millibars)
2022-10-01,11134,0.0,32.0,0.0,12.078,out of range (10%-90%),,out of range (830 - 1200 Millibars)
2022-09-12,11134,0.0,32.0,0.0,4.6885,out of range (10%-90%),,out of range (830 - 1200 Millibars)
2022-10-10,11134,0.0,32.0,0.0,10.4915,out of range (10%-90%),,out of range (830 - 1200 Millibars)
2022-09-29,11134,0.0,32.0,0.0,4.669,out of range (10%-90%),,out of range (830 - 1200 Millibars)
2022-09-14,11134,0.0,32.0,0.0,13.9285,out of range (10%-90%),,out of range (830 - 1200 Millibars)
2022-10-09,11134,0.0,32.0,0.0,7.2745,out of range (10%-90%),,out of range (830 - 1200 Millibars)
2022-12-05,11134,0.0,32.0,0.0,4.3655,out of range (10%-90%),,out of range (830 - 1200 Millibars)
